CM-COVENANT-114-123-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-124-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-125-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-126-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-127-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-128-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-129-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-130-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-131-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-132-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-133-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-134-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-135-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-136-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-137-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-138-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-139-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-140-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-141-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-142-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-143-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-144-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-145-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-146-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-147-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-148-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-149-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-150-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-151-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-152-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-153-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-154-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-155-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-156-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-157-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-158-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-159-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-160-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-161-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-162-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_opendesign_ui_system_mutation_test.sh
CM-COVENANT-114-163	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-163-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-164-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-165-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-166-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-167-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_167_propagation.sh
CM-COVENANT-114-168-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-169-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-16-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-170-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-171-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-172-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-173-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-174-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-176-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_176_propagation.sh
CM-COVENANT-114-177	UNIMPLEMENTED	-
CM-COVENANT-114-177-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-178-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-179-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-180-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-181-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-182-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-183-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-184-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-185-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-186-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-187-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_187_propagation.sh
CM-COVENANT-114-188-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-189-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-190-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-191-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_191_propagation.sh
CM-COVENANT-114-192-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-193-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-194-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-195-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-196-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_196_propagation.sh
CM-COVENANT-114-197-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-198-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-199-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_199_propagation.sh
CM-COVENANT-114-19-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-200-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_200_propagation.sh
CM-COVENANT-114-201-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_201_propagation.sh
CM-COVENANT-114-202-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_202_propagation.sh
CM-COVENANT-114-207-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_207_propagation.sh
CM-COVENANT-114-208-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-209-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-210-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-211-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-212-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-213-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_213_propagation.sh
CM-COVENANT-114-214	UNIMPLEMENTED	-
CM-COVENANT-114-214-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-215-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-216	UNIMPLEMENTED	-
CM-COVENANT-114-216-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-217-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-218-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-219-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-21-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-220-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-221-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-222-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-223-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-224-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-40-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-42-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-43-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-44-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-45-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-46-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-47-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-48-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-49-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-50	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-50-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-51-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-52-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-53-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-54-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-55-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-56-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-57-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-58-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-60-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-63-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-65-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-66-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-67-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-68-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-69-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-70-SUBAGENT-DEFAULT-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-71-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-75-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-87-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVENANT-114-88-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-89-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-90-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-92-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-93-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-94-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-95-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-96-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-97-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-98-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-99-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-114-N-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-12-11-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-12-12-PROPAGATION	UNIMPLEMENTED	-
CM-COVENANT-PROPAGATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-COVERAGE-COMPLETENESS-GATE	UNIMPLEMENTED	-
CM-COVERAGE-FLOOR	UNIMPLEMENTED	-
CM-CRASHED-AGENT-RESPAWN-TRACKED	UNIMPLEMENTED	-
CM-CRASHLYTICS-ISSUE-FULLY-COVERED	UNIMPLEMENTED	-
CM-CROSS-PLATFORM-PARITY	UNIMPLEMENTED	-
CM-CV-OCR-PIXEL-ORACLE-FALLBACK	UNIMPLEMENTED	-
CM-DEAD-CODE-INVESTIGATE-BEFORE-REMOVE	UNIMPLEMENTED	-
CM-DEEP-RESEARCH-PER-ISSUE	UNIMPLEMENTED	-
CM-DEFAULT-MECHANISMS-ALWAYS-ON	UNIMPLEMENTED	-
CM-DEPLOY-TARGET-ISOLATED-AND-VERIFIED	UNIMPLEMENTED	-
CM-DESIGN-DOC-PROVENANCE-MARKERS	UNIMPLEMENTED	-
CM-DESIGN-EXPORT-WAVE-COMPLETE	UNIMPLEMENTED	-
CM-DESIGN-LIBRARY-LIVING-CATALOGUE	UNIMPLEMENTED	-
CM-DESIGN-TOKEN-SINGLE-SOURCE	UNIMPLEMENTED	-
CM-DEVICE-AVAILABILITY-FOLLOWED	UNIMPLEMENTED	-
CM-DEVICE-LOCK-DEADLOCK-FREE	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_176_propagation.sh
CM-DEVICE-RECORDING-ALWAYS-ON	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-DIARY-PASS-REQUIRES-EVIDENCE	UNIMPLEMENTED	-
CM-DISCOVERY-COVERAGE-ENUMERATED	UNIMPLEMENTED	-
CM-DOC-COLOR-GROUPING-DISCIPLINE	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-DOC-INTEGRITY-VALIDATION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-DOC-REVISION-HEADER-PRESENT	UNIMPLEMENTED	-
CM-DOCS-COMPOSITE-SYNC	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-DOCS-EXPORT-SYNC	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-EVERY-CHANGE-REVIEWED	UNIMPLEMENTED	-
CM-EXACT-REPRO-SEQUENCE	UNIMPLEMENTED	-
CM-EXHAUSTIVE-REVIEW-ALL-SCENARIOS	UNIMPLEMENTED	-
CM-EXPORTED-DOC-VISUALLY-VALIDATED	UNIMPLEMENTED	-
CM-FEATURE-DIRECTIVE	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_feature_directive.sh
CM-FEATURE-STATUS-COMPLETE	UNIMPLEMENTED	-
CM-FEATURE-STATUS-VIDEO-CONFIRMED	UNIMPLEMENTED	-
CM-FEATURE-WORKSTREAM-COW-CLONE	UNIMPLEMENTED	-
CM-FEATURE-WORKSTREAM-NO-MERGE-UNTIL-APPROVED	UNIMPLEMENTED	-
CM-FEATURE-WORKSTREAM-SUBMODULE-CASCADE	UNIMPLEMENTED	-
CM-FEATURE-WORKSTREAM-TRUNK-SYNC-CADENCE	UNIMPLEMENTED	-
CM-FETCH-BEFORE-EDIT-AUDIT	UNIMPLEMENTED	-
CM-FIXED-COLUMN-ALIGNMENT	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-FIXED-SUMMARY-SYNC	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-FIX-FIRST-AFTER-REDEPLOY	UNIMPLEMENTED	-
CM-FORCE-PUSH-MERGE-FIRST	UNIMPLEMENTED	-
CM-FULL-SUITE-RETEST-MANDATE	UNIMPLEMENTED	-
CM-GATE-RECONCILED-NOT-FAKE-PASSED	UNIMPLEMENTED	-
CM-GEMINI-MD-LOCKSTEP	UNIMPLEMENTED	-
CM-GIT-HOOKS-INSTALL-SCRIPT	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
